concept_sportsteam_arizona_diamond_backs	Arizona Diamond Backs
concept_mountainrange_humantay	Humantay
-13.3666700000000,-72.6000000000000	-13.3666700000000,-72.6000000000000
concept_hotel_beau_rivage	Beau Rivage
concept_geometricshape_symmetry	Symmetry
concept_visualizablething_salvador	Salvador
concept_militaryconflict_eastern_front	Eastern Front
concept_sportsteam_west_georgia_wolves	West Georgia Wolves
concept_trail_sheraton_suites_wilmington	Sheraton Suites Wilmington
39.7471000000000,-75.5507000000000	39.7471000000000,-75.5507000000000
concept_attraction_knightsbridge001	Knightsbridge001
concept_date_action	Action
concept_politicianus_david_price	David Price
concept_personaustralia_elizabeth_kostova	Elizabeth Kostova
concept_book_the_historian	The Historian
concept_date_n1924	N1924
concept_physicalaction_rear	Rear
concept_architect_kenneth_wright	Kenneth Wright
concept_book_running_blind	Running Blind
concept_island_leleuvia	Leleuvia
-17.8000000000000,178.7333300000000	-17.8000000000000,178.7333300000000
concept_county_bir_zeit	Bir Zeit
concept_stadiumoreventvenue_cynthia_woods_mitchell_pavilion	Cynthia Woods Mitchell Pavilion
concept_park_buckingham_palace	Buckingham Palace
concept_coach_shifts	Shifts
concept_person_dubai_bus_crash_kills_15_asian_workers	Dubai Bus Crash Kills 15 Asian Workers
concept_stadiumoreventvenue_iowa_speedway	Iowa Speedway
concept_weapon_matchlock	Matchlock
concept_professor_tuckwell	Tuckwell
-18.7333300000000,124.9000000000000	-18.7333300000000,124.9000000000000
concept_televisionstation_klsr_tv	Klsr TV
concept_aquarium_n3d_fish_aquarium	N3D Fish Aquarium
concept_sportsgame_national_championship	National Championship
concept_county_crotonville	Crotonville
concept_year_n1828	N1828
concept_weapon_scope_rifle	Scope Rifle
concept_everypromotedthing_tribune_cou	Tribune Cou
concept_person_ruth_harley	Ruth Harley
concept_athlete_chris_masters	Chris Masters
concept_vehicle_machine	Machine
concept_reptile_reptiles	Reptiles
concept_sportsteam_national_league_team	National League Team
concept_beach_escondido_ca	Escondido Ca
33.2000000000000,-117.1000000000000	33.2000000000000,-117.1000000000000
concept_condiment_pickles	Pickles
concept_book_put_out_more_flags	Put Out More Flags
concept_agriculturalproduct_decaffeinated_coffee	Decaffeinated Coffee
concept_celebrity_thirteen	Thirteen
concept_disease_lung	Lung
concept_musicsong_thanksgiving	Thanksgiving
concept_sportsequipment_fishing_poles	Fishing Poles
concept_journalist_w_c__heinz	W C Heinz
concept_journalist_mark_whicker	Mark Whicker
concept_televisionstation_ksaz	Ksaz
concept_male_sam_cassell	Sam Cassell
concept_weapon_fuel_air_explosives	Fuel Air Explosives
concept_visualartform_engravings	Engravings
concept_jobposition_sen	Sen
concept_room_style_room	Style Room
concept_park_pearland	Pearland
concept_drug_calanolide_a	Calanolide A
concept_scientist_scientists	Scientists
concept_stadiumoreventvenue_times_union_center	Times Union Center
concept_university_hamilton_college	Hamilton College
concept_televisionstation_kcsd	Kcsd
concept_sportsteam_carroll_college_fighting_saints	Carroll College Fighting Saints
concept_website_wwsb_tv	Wwsb TV
concept_aquarium_missouri_aquarium	Missouri Aquarium
concept_lake_kealakekua_bay	Kealakekua Bay
19.4795150000000,-155.9277100000000	19.4795150000000,-155.9277100000000
concept_profession_techs	Techs
concept_musician_david_coverdale	David Coverdale
concept_weapon_gas_imports	Gas Imports
concept_university_new_jersey_institute	New Jersey Institute
concept_date_average	Average
concept_geometricshape_vertices	Vertices
concept_condiment_rye_bread	Rye Bread
concept_politicianus_matt_blunt	Matt Blunt
concept_sportsleague_echl	Echl
concept_sportsleague_east_coast_hockey_league	East Coast Hockey League
concept_newspaper_gazette	Gazette
concept_female_patty_murray	Patty Murray
concept_blog_fox_news	Fox News
concept_company_jones_lang_lasalle	Jones Lang Lasalle
concept_insect_male_mosquitoes	Male Mosquitoes
concept_beach_phenix_city	Phenix City
concept_city_tuolumne	Tuolumne
concept_profession_glassblowers	Glassblowers
concept_stadiumoreventvenue_assembly_hall_in	Assembly Hall In
concept_celebrity_muse	Muse
concept_governmentorganization_saami	Saami
37.8217800000000,127.7793400000000	37.8217800000000,127.7793400000000
concept_journalist_serge_schmemann	Serge Schmemann
concept_musicfestival_aswin	Aswin
-6.2355600000000,107.7255600000000	-6.2355600000000,107.7255600000000
concept_tradeunion_u_s__workers	US Workers
concept_athlete_brian_matusz	Brian Matusz
concept_visualizableattribute_elaborate_water	Elaborate Water
concept_drug_diprolene	Diprolene
concept_university_uruguay	Uruguay
concept_visualizableattribute_gold_coast	Gold Coast
concept_visualizablething_hampshire	Hampshire
concept_weapon_pepper_sprays	Pepper Sprays
concept_organization_meco	Meco
concept_academicfield_geology	Geology
concept_athlete_john_mccain	John Mccain
concept_city_west_wildwood	West Wildwood
concept_writer_arthur_schnitzler	Arthur Schnitzler
concept_musicsong_none_but_the_brave	None But The Brave
concept_musicsong_fantasy	Fantasy
concept_university_boyd_school_of_law	Boyd School Of Law
concept_academicfield_jewish_studies	Jewish Studies
concept_journalist_kathleen_parker	Kathleen Parker
concept_newspaper_washington_post_writers_group	Washington Post Writers Group
concept_book_demons_don_t_dream	Demons Don T Dream
concept_book_a_vote_of_confidence	A Vote Of Confidence
concept_writer_robin_lee_hatcher	Robin Lee Hatcher
concept_televisionshow_a_touch_of_frost	A Touch Of Frost
concept_product_vote	Vote
concept_journalist_kenneth_turan	Kenneth Turan
concept_room_full_en_suite_bathroom	Full En Suite Bathroom
concept_city_owasso	Owasso
concept_animal_grant	Grant
concept_coach_delete	Delete
concept_weapon_traditional_coal	Traditional Coal
concept_ethnicgroup_philipino	Philipino
37.9410400000000,-121.2880000000000	37.9410400000000,-121.2880000000000
concept_personmexico_frank_catalanotto	Frank Catalanotto
concept_magazine_mylan	Mylan
concept_person_home	Home
concept_blog_lifestyles	Lifestyles
concept_nonprofitorganization_etfo	Etfo
17.0833300000000,38.1666700000000	17.0833300000000,38.1666700000000
concept_politicalparty_indian_national_congress	Indian National Congress
concept_room_pergola	Pergola
concept_athlete_michael_young	Michael Young
concept_university_karachi_university	Karachi University
24.9394000000000,67.1190666666667	24.9394000000000,67.1190666666667
concept_weapon_blaster_rifle	Blaster Rifle
concept_profession_truck_drivers	Truck Drivers
concept_city_pagosa_springs	Pagosa Springs
concept_bank_bbva	Bbva
concept_building_palm	Palm
concept_university_hartford_college	Hartford College
41.7742700000000,-72.7070400000000	41.7742700000000,-72.7070400000000
concept_televisionshow_bodies	Bodies
concept_book_the_road_virus_heads_north	The Road Virus Heads North
concept_beverage_polar_bear	Polar Bear
concept_color_ryan_whitney	Ryan Whitney
concept_attraction_zenith	Zenith
concept_stadiumoreventvenue_cadillac_palace	Cadillac Palace
concept_journalist_jonathan_steele	Jonathan Steele
concept_householditem_perfect_window	Perfect Window
concept_agriculturalproduct_shiitake_mushrooms	Shiitake Mushrooms
concept_buildingfeature_shower_enclosures	Shower Enclosures
concept_magazine_parents	Parents
concept_university_university_of_zurich	University Of Zurich
concept_musicartist_descendents	Descendents
concept_city_shelton	Shelton
concept_model_thomas_blake	Thomas Blake
concept_academicfield_electives	Electives
concept_drug_toradol	Toradol
concept_musician_bon_scott	Bon Scott
concept_athlete_josh_kinney	Josh Kinney
concept_automobilemaker_lancia	Lancia
concept_book_doctor_no	Doctor No
concept_person_boris_diaw	Boris Diaw
concept_book_secret_agent	Secret Agent
concept_musician_dave_young	Dave Young
concept_visualizablething_downstairs_master_bedroom	Downstairs Master Bedroom
concept_city_mildura	Mildura
concept_profession_engineering_staff	Engineering Staff
concept_book_pragmatism	Pragmatism
concept_male_william_james	William James
concept_athlete_stephen_green	Stephen Green
concept_book_the_alchemist	The Alchemist
concept_writer_cs_forester	Cs Forester
concept_celebrity_the_african_queen	The African Queen
concept_writer_joseph_heller	Joseph Heller
concept_personmexico_marvin_williams	Marvin Williams
concept_airport_west_glamorgan	West Glamorgan
concept_personus_ryan_braun	Ryan Braun
concept_city_gladstone	Gladstone
concept_stadiumoreventvenue_spokane_arena	Spokane Arena
concept_visualartist_ferrari	Ferrari
concept_city_jacobabad	Jacobabad
concept_musicartist_circle_jerks	Circle Jerks
concept_televisionstation_kstk	Kstk
concept_writer_jodi_compton	Jodi Compton
concept_book_the_37th_hour	The 37Th Hour
concept_writer_theodor_fontane	Theodor Fontane
concept_trainstation_sections	Sections
concept_person_katrina_kaif	Katrina Kaif
concept_sportsgame_n1934_world_series	N1934 World Series
concept_city_sutter_creek	Sutter Creek
concept_athlete_renaldo_balkman	Renaldo Balkman
concept_person_holly_fletcher	Holly Fletcher
concept_female_lara_logan	Lara Logan
concept_room_ground_floor_master_bedroom	Ground Floor Master Bedroom
concept_personcanada_james_burton	James Burton
concept_protein_slbo	Slbo
62.9166700000000,8.8333300000000	62.9166700000000,8.8333300000000
concept_product_conditions	Conditions
concept_visualartist_john_singer_sargent	John Singer Sargent
concept_televisionstation_kfda	Kfda
concept_newspaper_wowt	Wowt
concept_officebuildingroom_luxury_guest_rooms	Luxury Guest Rooms
concept_room_separate_bedroom_area	Separate Bedroom Area
concept_automobilemodel_tc	Tc
concept_personaustralia_sidney_crosby	Sidney Crosby
concept_sportsteam_adelphi_college	Adelphi College
concept_sportsteam_carleton_college	Carleton College
concept_book_protection	Protection
concept_museum_horniman	Horniman
18.9320100000000,72.8349200000000	18.9320100000000,72.8349200000000
concept_buildingfeature_altar	Altar
concept_sportsteam_middlebury_college	Middlebury College
concept_coach_gregg_brandon	Gregg Brandon
concept_hotel_grand_palace_hotel	Grand Palace Hotel
concept_bacteria_cage	Cage
concept_athlete_belletti	Belletti
concept_skiarea_harbour_view_inn	Harbour View Inn
45.8566000000000,-84.6247000000000	45.8566000000000,-84.6247000000000
concept_transportation_private_air	Private Air
46.4652700000000,-100.1045500000000	46.4652700000000,-100.1045500000000
concept_athlete_cesar_jimenez	Cesar Jimenez
concept_hotel_hotel_grande_bretagne	Hotel Grande Bretagne
43.8828000000000,10.7709000000000	43.8828000000000,10.7709000000000
concept_park_hotel_angeleno	Hotel Angeleno
34.0747000000000,-118.4689000000000	34.0747000000000,-118.4689000000000
concept_room_huge_master_bath	Huge Master Bath
concept_beach_la_mesa_ca	La Mesa Ca
32.7637000000000,-117.0275000000000	32.7637000000000,-117.0275000000000
concept_politicianus_jim_mccrery	Jim Mccrery
concept_city_axum	Axum
concept_university_daytona_beach_campus	Daytona Beach Campus
29.1879500000000,-81.0492800000000	29.1879500000000,-81.0492800000000
concept_weapon_efficient_coal	Efficient Coal
concept_crustacean_small_minnows	Small Minnows
concept_mountainrange_vindhya_range	Vindhya Range
concept_sportsleague_crl	Crl
50.4592000000000,4.4538200000000	50.4592000000000,4.4538200000000
concept_lake_lake_velence	Lake Velence
47.2166700000000,18.6000000000000	47.2166700000000,18.6000000000000
concept_company_nawras	Nawras
34.9944400000000,64.1980600000000	34.9944400000000,64.1980600000000
concept_female_colm	Colm
46.5516700000000,9.6555800000000	46.5516700000000,9.6555800000000
concept_city_chandpur	Chandpur
concept_plant_dahlias	Dahlias
concept_athlete_matt_harrison	Matt Harrison
concept_scientist_georges_bataille	Georges Bataille
concept_book_blue_noon	Blue Noon
concept_sportsteam_prairie_view_a_m_panthers	Prairie View A M Panthers
concept_person_hume_cronyn	Hume Cronyn
concept_personcanada_jessica_tandy	Jessica Tandy
concept_hotel_holiday_inn_express_century_city	Holiday Inn Express Century City
concept_plant_walnuts	Walnuts
concept_drug_dalmane	Dalmane
concept_park_perth_hotels	Perth Hotels
concept_athlete_noel_felix	Noel Felix
concept_mountain_mount_ruwenzori	Mount Ruwenzori
0.3833300000000,29.9000000000000	0.3833300000000,29.9000000000000
concept_televisionstation_kwsd	Kwsd
concept_bank_clear_channel_communications	Clear Channel Communications
concept_company_ingram_micro	Ingram Micro
concept_academicfield_professional_golf_management	Professional Golf Management
concept_musicsong_good_friend	Good Friend
concept_actor_patrick_taylor	Patrick Taylor
concept_person_rachel_griffiths	Rachel Griffiths
concept_visualizablescene_piesendorf	Piesendorf
concept_language_bahasa_malaysia	Bahasa Malaysia
concept_musician_freddie_king	Freddie King
concept_city_crossville	Crossville
concept_city_kharkov	Kharkov
concept_automobilemaker_birth	Birth
concept_hotel_farmer_s_daughter	Farmer S Daughter
concept_person_david_varszegi	David Varszegi
concept_sport_tennis_courts	Tennis Courts
concept_insect_carpenter_bees	Carpenter Bees
concept_athlete_wade_davis	Wade Davis
concept_drug_imdur	Imdur
concept_book_guerrillas	Guerrillas
concept_arthropod_mouse	Mouse
concept_stadiumoreventvenue_preussag_arena	Preussag Arena
concept_journalist_bart_hubbuch	Bart Hubbuch
concept_city_beaufort	Beaufort
concept_bodypart_large_veins	Large Veins
concept_transportation_note	Note
concept_university_oklahoma_christian	Oklahoma Christian
concept_personeurope_nicholas	Nicholas
concept_politicianus_david_obey	David Obey
concept_county_chicago_academy	Chicago Academy
41.8457250000000,-87.6460250000000	41.8457250000000,-87.6460250000000
concept_politicalparty_navigation_search	Navigation Search
concept_personeurope_andrew_kam	Andrew Kam
concept_museum_brooklyn_academy_of_music	Brooklyn Academy Of Music
concept_disease_consumption	Consumption
concept_book_a_fatal_inversion	A Fatal Inversion
concept_politicianus_ed_pease	Ed Pease
concept_televisionstation_kpnx	Kpnx
concept_fish_jacks	Jacks
concept_male_chris_eyre	Chris Eyre
concept_movie_smoke_signals	Smoke Signals
concept_politicianus_osama_bin_laden	Osama Bin Laden
concept_language_bangla	Bangla
concept_drug_peg_intron	Peg Intron
concept_writer_robert_merle	Robert Merle
concept_mammal_day_of_the_dolphin	Day Of The Dolphin
concept_city_blue_springs	Blue Springs
concept_academicfield_distance_learning	Distance Learning
concept_drug_parnate	Parnate
concept_bank_idbi_bank	Idbi Bank
concept_televisionstation_wsws	Wsws
concept_website_critic	Critic
concept_jobposition_co_author	Co Author
concept_county_johannes_kepler_university	Johannes Kepler University
48.3379200000000,14.3207100000000	48.3379200000000,14.3207100000000
concept_ceo_steven_levy	Steven Levy
concept_sportsteam_uc_san_diego	Uc San Diego
concept_country_surinam	Surinam
